state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
TX,4820,1510200,1,1,"5,432",1.4,"3,979.90"
TX,4820,1510300,1,1,"5,284",0.9,"5,744.70"
TX,4820,1510400,1,1,"3,837",0.6,"6,721.10"
TX,4820,1510500,1,1,"2,849",0.7,"4,230.70"
TX,4820,1510600,1,1,"4,763",0.8,"5,918.90"
TX,4820,1510700,1,1,"3,511",0.4,"8,404.90"
TX,4820,1510800,1,1,"6,908",3.4,"2,033.70"
TX,4820,1510900,1,1,"6,070",2.1,"2,909.60"
TX,4820,1511001,1,1,"2,685",0.9,"3,088.30"
TX,4820,1511002,1,1,"4,261",0.8,"5,252.60"
TX,4820,1511100,1,1,"2,676",0.7,"3,685.10"
TX,4820,1511200,1,1,"4,424",0.8,"5,491.70"
TX,4820,1511301,1,1,"3,970",0.7,"5,687.70"
TX,4820,1511302,1,1,"3,631",0.6,"5,920.00"
TX,4820,1511400,1,1,"3,001",0.4,"6,781.60"
TX,4820,1511500,1,1,"6,472",1.2,"5,441.20"
TX,4820,1511600,1,1,"4,641",0.8,"6,165.90"
TX,4820,1520100,1,1,"1,597",1.2,"1,357.20"
TX,4820,1520200,1,1,"3,604",0.7,"4,874.60"
TX,4820,1520300,1,1,"5,126",0.6,"8,969.50"
TX,4820,1520400,1,1,"3,079",0.8,"3,908.00"
TX,4820,1520500,1,1,"7,869",2.9,"2,708.20"
TX,4820,1520601,1,1,"2,484",0.8,"3,274.30"
TX,4820,1520602,1,1,"6,272",0.5,"12,057.50"
TX,4820,1520700,1,1,"3,724",0.8,"4,904.80"
TX,4820,1521000,1,1,"2,103",0.4,"4,733.30"
TX,4820,1521100,1,1,"2,177",0.2,"9,431.00"
TX,4820,1521200,1,1,"6,328",0.7,"8,730.20"
TX,4820,1521300,1,1,"5,439",1.1,"4,830.60"
TX,4820,1521400,1,1,"7,593",0.6,"12,937.40"
TX,4820,1521500,1,1,"5,897",0.8,"7,509.70"
TX,4820,1521600,1,1,"3,632",2.6,"1,409.30"
TX,4820,1521700,1,1,"6,609",2.1,"3,109.90"
TX,4820,1521800,1,1,"5,778",2.7,"2,129.40"
TX,4820,1521900,1,1,"6,537",1.5,"4,441.60"
TX,4820,1522000,1,1,"4,434",0.8,"5,727.60"
TX,4820,1522100,1,1,"7,445",0.9,"8,365.00"
TX,4820,1522201,1,1,"3,687",0.6,"5,862.50"
TX,4820,1522202,1,1,"3,655",0.7,"5,352.80"
TX,4820,1522301,1,1,"4,126",0.5,"7,711.10"
TX,4820,1522302,1,1,"3,909",0.5,"7,468.30"
TX,4820,1522401,1,1,"5,259",1.1,"4,922.70"
TX,4820,1522402,1,1,"3,920",1.1,"3,540.10"
TX,4820,1522500,1,1,"4,461",1.6,"2,862.70"
TX,4820,1530100,1,1,"6,233",1,"6,217.40"
TX,4820,1530200,1,1,"3,373",1.4,"2,472.50"
TX,4820,1530300,1,1,"2,400",0.7,"3,383.80"
TX,4820,1530400,1,1,"2,602",0.6,"4,234.70"
TX,4820,1530500,1,1,"4,763",0.9,"5,230.60"
TX,4820,1530600,1,1,"3,612",1.2,"3,029.80"
TX,4820,1530700,1,1,"5,606",1.1,"5,206.00"
TX,4820,1530800,1,1,"3,849",1.8,"2,166.30"
TX,4820,1530900,1,1,"4,187",0.8,"5,419.40"
TX,4820,1531000,1,1,"3,629",0.9,"3,938.90"
TX,4820,1531100,1,1,"2,854",0.6,"4,476.90"
TX,4820,1531200,1,1,"3,162",0.7,"4,276.70"
TX,4820,1531300,1,1,"5,380",0.6,"9,043.90"
TX,4820,1531400,1,1,"2,053",0.4,"4,991.90"
TX,4820,1531500,1,1,"3,020",0.7,"4,100.00"
TX,4820,1531600,1,1,"2,823",0.9,"3,104.00"
TX,4820,1531700,1,1,"2,829",0.7,"3,933.90"
TX,4820,1531800,1,1,"2,352",1.3,"1,875.20"
TX,4820,1531900,1,1,"4,708",1.7,"2,813.50"
TX,4820,1532001,1,1,"4,867",0.7,"6,491.80"
TX,4820,1532002,1,1,"1,008",0.2,"4,085.70"
TX,4820,1532100,1,1,"5,777",0.7,"7,932.20"
TX,4820,1532200,1,1,"2,790",0.7,"3,884.70"
TX,4820,1532300,1,1,"5,520",2.4,"2,304.20"
TX,4820,1532400,1,1,"6,112",1.8,"3,403.80"
TX,4820,1532501,1,1,"8,895",1.9,"4,807.20"
TX,4820,1532502,1,1,"5,562",1,"5,344.60"
TX,4820,1532600,1,1,"6,558",1,"6,347.90"
TX,4820,1532700,1,1,"4,820",1,"4,743.50"
TX,4820,1532800,1,1,"1,684",0.5,"3,284.60"
TX,4820,1532900,1,1,"4,667",0.7,"7,082.60"
TX,4820,1533000,1,1,"2,245",0.7,"3,281.50"
TX,4820,1533100,1,1,"6,449",1.3,"4,793.40"
TX,4820,1533200,1,1,"3,222",1,"3,115.20"
TX,4820,1533300,1,1,"5,880",1.4,"4,303.70"
TX,4820,1533400,1,1,"9,655",2.6,"3,657.50"
TX,4820,1533500,1,1,"4,383",1,"4,250.20"
TX,4820,1533600,1,1,"5,480",1.4,"4,040.20"
TX,4820,1533701,1,1,"5,695",3.4,"1,681.00"
TX,4820,1533702,1,1,"3,498",0.4,"9,219.10"
TX,4820,1533801,1,1,"8,645",3.3,"2,639.30"
TX,4820,1533802,1,1,"6,182",2.1,"2,910.00"
TX,4820,1533901,1,1,"9,260",1.1,"8,323.90"
TX,4820,1533902,1,1,"4,408",0.7,"5,925.40"
TX,4820,1534001,1,1,"2,959",1.5,"2,024.90"
TX,4820,1534002,1,1,"5,680",1.3,"4,513.50"
TX,4820,1534003,1,1,"2,678",0.5,"5,323.50"
TX,4820,1534100,1,1,"7,488",4.9,"1,541.20"
TX,4820,1534201,1,1,"2,582",1.3,"1,922.10"
TX,4820,1534202,1,1,"8,515",1.8,"4,796.30"
TX,4820,1534203,1,1,"1,716",1.6,"1,055.80"
TX,4820,1540100,1,1,"12,349",8.6,"1,435.20"
TX,4820,1540200,1,1,"2,654",1,"2,745.00"
TX,4820,1540501,1,1,"6,024",0.7,"9,215.70"
TX,4820,1540502,1,1,"5,248",1.4,"3,829.00"
TX,4820,1540601,1,1,"2,632",0.8,"3,381.20"
TX,4820,1540602,1,1,"6,979",1.1,"6,633.30"
TX,4820,1540700,1,1,"7,505",3,"2,508.80"
TX,4820,1540800,1,1,"7,883",3.7,"2,138.50"
TX,4820,1540901,1,1,"2,496",0.6,"4,108.00"
TX,4820,1540902,1,1,"6,965",1.7,"3,991.40"
TX,4820,1541001,1,1,"10,368",2.1,"5,047.30"
TX,4820,1541002,1,1,"7,924",2.8,"2,856.20"
TX,4820,1541003,1,1,"12,938",2.8,"4,636.60"
TX,4820,1541100,1,1,"6,536",1.3,"5,004.90"
TX,4820,1541201,1,1,"8,799",1.7,"5,074.40"
TX,4820,1541202,1,1,"8,811",1.2,"7,129.40"
TX,4820,1541203,1,1,"2,682",0.6,"4,536.20"
TX,4820,1541300,1,1,"11,303",2,"5,513.70"
TX,4820,1541400,1,1,"14,539",1.7,"8,504.70"
TX,4820,1541500,1,1,"5,216",1.2,"4,396.00"
TX,4820,1541601,1,1,"4,430",1.8,"2,508.20"
TX,4820,1541602,1,1,"9,669",2,"4,943.20"
TX,4820,1541700,1,1,"9,712",8.2,"1,177.80"
TX,4820,1541800,1,1,"5,762",2,"2,939.30"
TX,4820,1541900,1,1,"6,402",2.1,"3,004.40"
TX,4820,1542000,1,1,"15,167",2.1,"7,289.90"
TX,4820,1542101,1,1,"17,754",3.5,"5,060.60"
TX,4820,1542102,1,1,"14,625",2.5,"5,964.50"
TX,4820,1542200,1,1,"16,532",9.2,"1,799.20"
TX,4820,1542301,1,1,"12,365",2.3,"5,376.30"
TX,4820,1542302,1,1,"6,459",1.7,"3,771.50"
TX,4820,1542400,1,1,"10,040",2.2,"4,491.10"
TX,4820,1542500,1,1,"2,161",1.7,"1,278.00"
TX,4820,1542600,1,1,"4,393",1.8,"2,474.80"
TX,4820,1542700,1,1,"4,393",1.9,"2,369.80"
TX,4820,1542800,1,1,"6,983",3.5,"2,021.70"
TX,4820,1542900,1,1,"11,156",20.9,534.8
TX,4820,1543001,1,1,"6,421",41.9,153.2
TX,4820,1543002,1,1,"10,057",13.1,766.6
TX,4820,1543003,1,1,"16,578",2.4,"6,969.20"
TX,4820,1543100,2,2,"2,155",48.9,44.1
TX,4820,1543200,1,1,"5,924",15.7,378.2
TX,4820,1550100,1,1,"4,719",1.4,"3,482.70"
TX,4820,1550200,1,1,"3,727",1,"3,859.60"
TX,4820,1550301,1,1,"6,600",1.1,"6,080.30"
TX,4820,1550302,1,1,"8,785",3.4,"2,562.10"
TX,4820,1550401,1,1,"10,249",3.9,"2,660.80"
TX,4820,1550402,1,1,"9,449",1.8,"5,192.40"
TX,4820,1550500,1,1,"5,665",1.7,"3,356.20"
TX,4820,1550601,1,1,"6,731",0.8,"8,564.90"
TX,4820,1550602,1,1,"3,015",0.4,"6,965.70"
TX,4820,1550603,1,1,"5,632",0.7,"8,387.10"
TX,4820,1550700,1,1,"3,038",2.3,"1,296.80"
TX,4820,1550800,1,1,"3,468",0.8,"4,512.90"
TX,4820,1550900,1,1,"8,741",1.2,"7,125.60"
TX,4820,1551000,1,1,"3,377",0.4,"7,872.30"
TX,4820,1551100,1,1,"9,497",1.8,"5,334.80"
TX,4820,1551200,1,1,"6,747",1.4,"4,895.00"
TX,4820,1551300,1,1,"3,818",0.8,"4,977.90"
TX,4820,1551400,1,1,"4,335",3.1,"1,412.90"
TX,4820,1551500,1,1,"7,803",3.8,"2,038.90"
TX,4820,1551600,1,1,"8,294",1.2,"7,012.70"
TX,4820,1551701,1,1,"9,087",1.7,"5,239.60"
TX,4820,1551702,1,1,"4,024",0.8,"5,026.50"
TX,4820,1551703,1,1,"7,692",1.2,"6,437.10"
TX,4820,1551800,1,1,"4,386",2.3,"1,890.90"
TX,4820,1551900,1,1,"5,881",0.7,"8,528.40"
TX,4820,1552001,1,1,"8,117",1.7,"4,756.10"
TX,4820,1552002,1,1,"1,415",0.6,"2,195.00"
TX,4820,1552101,1,1,"3,883",0.9,"4,316.10"
TX,4820,1552102,1,1,"5,928",1.2,"4,849.30"
TX,4820,1552103,1,1,"2,954",0.6,"4,905.10"
TX,4820,1552200,1,1,"6,511",3.9,"1,689.40"
TX,4820,1552301,1,1,"3,961",1.7,"2,400.10"
TX,4820,1552302,1,1,"4,962",1.4,"3,541.60"
TX,4820,1552400,1,1,"6,599",2.4,"2,796.60"
TX,4820,1552500,1,1,"10,270",2.1,"4,865.50"
TX,4820,1552601,1,1,"5,339",1.1,"4,828.80"
TX,4820,1552602,1,1,"5,968",2,"2,954.10"
TX,4820,1552700,1,1,"8,092",1.9,"4,234.80"
TX,4820,1552800,1,1,"8,826",2.5,"3,550.00"
TX,4820,1552900,1,1,"6,966",1.9,"3,718.00"
TX,4820,1553001,1,1,"5,044",1.8,"2,793.40"
TX,4820,1553002,1,1,"4,565",1.8,"2,593.70"
TX,4820,1553100,1,1,"6,140",1.3,"4,713.50"
TX,4820,1553200,1,1,"6,743",1.6,"4,120.10"
TX,4820,1553300,1,1,"4,600",0.5,"8,589.00"
TX,4820,1553401,1,1,"3,815",1.4,"2,656.30"
TX,4820,1553402,1,1,"6,899",2.1,"3,332.20"
TX,4820,1553403,1,1,"6,185",2.6,"2,419.40"
TX,4820,1553500,1,1,"6,370",1.4,"4,642.80"
TX,4820,1553600,1,1,"6,273",1.9,"3,376.30"
TX,4820,1553700,1,1,"3,960",1.2,"3,264.10"
TX,4820,1553801,1,1,"2,486",1.4,"1,739.50"
TX,4820,1553802,1,1,"7,672",2.1,"3,725.70"
TX,4820,1553900,1,1,"7,748",2,"3,855.80"
TX,4820,1554001,1,1,"3,299",1.3,"2,569.70"
TX,4820,1554002,1,1,"4,307",1.6,"2,613.50"
TX,4820,1554101,1,1,"1,245",0.3,"4,096.50"
TX,4820,1554102,1,1,"9,399",1.7,"5,405.70"
TX,4820,1554200,1,1,"6,229",2.7,"2,297.60"
TX,4820,1554301,1,1,"7,331",2.1,"3,465.10"
TX,4820,1554302,1,1,"4,420",2.3,"1,936.50"
TX,4820,1554401,1,1,"13,497",5.7,"2,367.00"
TX,4820,1554402,1,1,"12,826",5.4,"2,353.80"
TX,4820,1554403,1,1,"8,692",4.1,"2,095.60"
TX,4820,1554501,1,1,"5,287",4.7,"1,118.70"
TX,4820,1554502,1,1,"6,327",1.8,"3,549.00"
TX,4820,1554600,1,1,"4,605",1.4,"3,275.80"
TX,4820,1554700,1,1,"6,937",1.8,"3,902.50"
TX,4820,1554801,1,1,"14,076",5.5,"2,581.70"
TX,4820,1554802,1,1,"15,009",12.9,"1,164.00"
TX,4820,1554901,1,1,"8,373",3.4,"2,496.00"
TX,4820,1554902,1,1,"6,182",4.9,"1,274.30"
TX,4820,1554903,1,1,"11,314",5,"2,252.50"
TX,4820,1555000,1,1,"7,449",2.1,"3,473.00"
TX,4820,1555100,1,1,"8,149",2.9,"2,798.40"
TX,4820,1555200,1,1,"6,413",7.2,892.3
TX,4820,1555301,1,1,960,2.5,384.4
TX,4820,1555302,1,1,"9,219",7.4,"1,246.20"
TX,4820,1555303,1,1,"4,090",8.1,507.2
TX,4820,1555401,1,1,"2,445",5.2,473.5
TX,4820,1555402,1,1,"7,774",5.4,"1,435.30"
TX,4820,1555501,1,1,"4,324",15.8,273.2
TX,4820,1555502,1,1,"17,016",13.4,"1,270.10"
TX,4820,1555600,2,2,"4,717",20.9,225.2
TX,4820,1555701,1,1,"7,064",4.1,"1,715.00"
TX,4820,1555702,1,1,"9,389",4.5,"2,100.20"
TX,4820,1556000,1,1,"6,462",51.2,126.2
TX,4820,1980000,1,1,33,2.2,15.2
TX,4820,1980100,1,1,603,12.2,49.4
TX,4820,3020102,2,2,"5,686",111.8,50.8
TX,4820,3020103,5,5,"4,442",143.4,31
TX,4820,3020104,5,5,"3,829",131.5,29.1
TX,4820,3020200,2,2,"6,844",204.6,33.5
TX,4820,3020301,4,4,"4,439",5.7,777.3
TX,4820,3020302,4,4,"3,505",15.1,232.1
TX,4820,3020401,4,4,"3,890",16.8,232.1
TX,4820,3020402,4,4,"5,264",11.8,447.5
TX,4820,3020501,4,4,"3,111",2.9,"1,080.40"
TX,4820,3020502,4,4,"4,699",20.4,230.3
TX,4820,3020603,2,2,"5,677",31.3,181.3
TX,4820,3020604,2,2,"3,622",123.4,29.4
TX,4820,3020605,2,2,"5,889",61.5,95.7
TX,4820,3020606,1,1,"4,734",19.8,238.9
TX,4820,5950200,7,7,"6,062","1,462.00",4.1
TX,4820,7950300,7,7,"3,973",375.2,10.6
TX,4820,7950400,9,9,"1,926",527.9,3.6
TX,4820,9010100,1,1,"2,249",0.6,"3,649.00"
TX,4820,9010200,1,1,"6,030",0.7,"9,092.20"
TX,4820,9010302,1,1,"4,356",2.9,"1,476.80"
TX,4820,9010303,1,1,"6,569",8,817.4
TX,4820,9010304,1,1,"5,233",3.4,"1,559.10"
TX,4820,9010400,1,1,"7,934",23.6,335.7
TX,4820,9010500,1,1,"3,453",4.9,701
TX,4820,9010600,1,1,"9,265",39.8,232.6
TX,4820,9010701,1,1,"7,234",23,315
TX,4820,9010702,1,1,"2,991",26,114.9
TX,4820,9010803,3,3,"4,478",87.6,51.1
TX,4820,9010804,7,7,"8,985",64.6,139.1
TX,4820,9010805,2,2,"5,738",12.8,448.7
TX,4820,9010806,2,2,"3,655",28.1,130.2
TX,4820,9010807,2,2,"1,962",74.2,26.4
TX,4820,9010808,2,2,"5,844",70.7,82.6
TX,4820,9010809,2,2,"4,950",22,225.2
TX,4820,9010901,1,1,"7,769",32.5,238.8
TX,4820,9010902,1,1,"10,095",54.7,184.7
TX,4820,9010905,1,1,"5,639",30.8,182.9
TX,4820,9010906,1,1,"11,434",23.2,492
TX,4820,9010907,1,1,"10,854",22.8,475.1
TX,4820,9010908,1,1,"7,256",15.1,481.4
TX,4820,9010909,1,1,"5,191",1.9,"2,744.10"
TX,4820,9010910,1,1,"7,943",3.9,"2,055.70"
TX,4821,1950300,7,7,"3,807",906.3,4.2
TX,4821,3950100,2,2,"6,644",33.5,198.1
TX,4821,3950200,2,2,"5,249",95.7,54.8
TX,4821,3950300,5,5,"7,689",136.8,56.2
TX,4821,3950400,5,5,"4,461",115.9,38.5
TX,4821,3950500,6,6,"2,476",47.9,51.7
TX,4821,3950601,4,4,"3,443",3.5,996.1
TX,4821,3950602,4,4,"4,652",8.3,561.1
TX,4821,3950700,2,2,"4,385",60.2,72.8
TX,4821,3950800,3,3,"4,769",35.7,133.7
TX,4821,3950901,4,4,"5,252",10.3,508.9
TX,4821,3950902,9,9,"2,085",66.2,31.5
TX,4821,3950903,10,10,"2,311",8.4,273.8
TX,4821,3951000,7,7,"2,013",9.3,217.1
TX,4821,3951100,6,6,"4,098",77.6,52.8
TX,4821,3951200,4,4,"6,234",6.3,987.8
TX,4821,3951300,4,4,"5,865",9.6,611.8
TX,4821,3951400,2,2,"6,906",148.6,46.5
TX,4821,5020101,1,1,"6,321",1.4,"4,679.50"
TX,4821,5020102,1,1,"7,150",13.2,542.3
TX,4821,5020201,1,1,"7,364",3.6,"2,031.70"
TX,4821,5020202,1,1,"7,190",2.8,"2,523.80"
TX,4821,5020204,1,1,"7,836",2,"3,975.20"
TX,4821,5020205,1,1,"5,317",1.2,"4,451.60"
TX,4821,5020301,1,1,"9,984",2.9,"3,402.70"
TX,4821,5020302,1,1,"9,667",3,"3,189.60"
TX,4821,5020402,1,1,"8,200",7.4,"1,115.30"
TX,4821,5020403,1,1,"4,971",0.9,"5,279.40"
TX,4821,5020404,1,1,"6,299",2,"3,108.30"
TX,4821,5020501,1,1,"5,232",1.9,"2,689.20"
TX,4821,5020503,1,1,"11,541",7.1,"1,628.30"
TX,4821,5020504,1,1,"7,740",4.3,"1,807.80"
TX,4821,5020600,1,1,"2,528",0.4,"6,712.80"
TX,4821,5020701,1,1,"9,179",2,"4,501.80"
TX,4821,5020721,1,1,"7,864",2,"3,854.60"
TX,4821,5020723,1,1,"5,633",0.8,"7,074.40"
TX,4821,5020724,1,1,"3,923",1.3,"3,079.80"
TX,4821,5020725,1,1,"4,283",0.6,"6,947.20"
TX,4821,5020726,1,1,"6,289",1.5,"4,131.70"
TX,4821,5020802,1,1,"6,620",1.5,"4,523.60"
TX,4821,5020803,1,1,"4,952",1,"5,021.60"
TX,4821,5020804,1,1,"3,902",1,"4,062.50"
TX,4821,5020901,1,1,"5,124",1.6,"3,131.40"
TX,4821,5020903,1,1,"4,852",1.4,"3,545.80"
TX,4821,5020904,1,1,"4,598",1.1,"4,226.50"
TX,4821,5021000,1,1,"6,520",2,"3,254.30"
TX,4821,5021100,1,1,"3,171",0.8,"3,832.00"
TX,4821,5021201,1,1,"2,999",1.4,"2,185.00"
TX,4821,5021202,1,1,"5,051",5,"1,000.60"
TX,4821,5021302,1,1,"15,668",9,"1,739.10"
TX,4821,5021303,1,1,"9,598",14.7,653.6
TX,4821,5021304,1,1,"5,612",7.4,756.3
TX,4821,5021305,1,1,"7,279",15.1,483.6
TX,4821,5021401,1,1,"6,026",1.5,"4,112.00"
TX,4821,5021403,1,1,"4,560",1.3,"3,414.20"
TX,4821,5021404,1,1,"7,674",5.1,"1,506.80"
TX,4821,5021500,1,1,"3,720",0.6,"6,551.00"
TX,4821,5021600,1,1,"3,595",0.6,"5,673.80"
TX,4821,5021701,1,1,"9,945",3.7,"2,655.10"
TX,4821,5021702,1,1,"10,416",3.2,"3,267.20"
TX,4821,5021803,1,1,"5,312",1.6,"3,410.20"
TX,4821,5021804,1,1,"4,345",1.1,"4,043.80"
TX,4821,5021805,1,1,"8,727",2.1,"4,223.20"
TX,4821,5021806,1,1,"8,585",3.1,"2,769.80"
TX,4821,5021901,1,1,"8,748",7.5,"1,169.30"
TX,4821,5021903,1,1,"4,828",1.8,"2,702.90"
TX,4821,5021904,1,1,"4,439",2.5,"1,770.90"
TX,4821,5022001,1,1,"11,227",7.3,"1,548.10"
TX,4821,5022003,1,1,"6,734",3.1,"2,189.60"
TX,4821,5022004,1,1,"8,890",4.8,"1,839.70"
TX,4821,5022103,1,1,"5,522",1.9,"2,861.80"
TX,4821,5022104,1,1,"9,739",9.7,"1,004.40"
TX,4821,5022105,1,1,"3,835",1.2,"3,141.70"
TX,4821,5022106,1,1,"6,010",11.9,503.9
TX,4821,5022201,1,1,"6,683",7,954.2
TX,4821,5022203,1,1,"4,376",1.3,"3,337.00"
TX,4821,5022204,1,1,"4,744",9,527.2
TX,4821,5022300,1,1,"10,226",4.5,"2,295.10"
TX,4821,5022401,1,1,"4,713",1.9,"2,424.30"
TX,4821,5022402,1,1,"6,084",4.9,"1,247.10"
TX,4821,5022501,1,1,"6,635",6,"1,106.00"
TX,4821,5022502,1,1,"5,715",3.4,"1,666.40"
TX,4821,5022600,1,1,"2,415",0.4,"6,231.70"
TX,4821,5022701,1,1,"5,225",2.1,"2,455.70"
TX,4821,5022702,1,1,"5,474",3.5,"1,574.10"
TX,4821,5022800,1,1,"9,129",73,125.1
TX,4821,5022900,1,1,"4,479",5.3,851
TX,4821,5023000,1,1,"5,262",4.1,"1,280.40"
TX,4821,5023102,1,1,"7,385",16.5,448.1
TX,4821,5023103,1,1,"6,680",4.9,"1,355.80"
TX,4821,5023104,1,1,"5,283",10.1,523.5
TX,4821,5023503,1,1,"8,478",52.8,160.6
TX,4821,5023504,1,1,"8,256",8.7,951.7
TX,4821,5023507,1,1,"8,381",10.6,787.1
TX,4821,5023509,1,1,"10,154",4,"2,520.20"
TX,4821,5023510,1,1,"9,255",4.3,"2,145.40"
TX,4821,5023511,1,1,"9,101",19.5,466.5
TX,4821,5023512,1,1,"2,958",12.9,228.9
TX,4821,5023513,1,1,"7,271",14.9,486.7
TX,4821,5023514,1,1,"8,135",8.1,"1,005.80"
TX,4821,5023515,1,1,"10,359",12.7,813.3
TX,4821,5023600,1,1,"9,016",6.7,"1,341.30"
TX,4821,5023700,1,1,"5,125",1.4,"3,725.70"
TX,4821,5023801,1,1,"8,809",6.2,"1,417.20"
TX,4821,5023802,1,1,"8,295",3.7,"2,222.40"
TX,4821,5023902,1,1,"10,860",6.4,"1,692.90"
TX,4821,5023903,1,1,"4,594",1,"4,601.10"
TX,4821,5023904,1,1,"8,169",2.1,"3,807.60"
TX,4821,5024000,1,1,"15,955",5,"3,198.80"
TX,4821,5024105,1,1,"9,176",8.4,"1,093.00"
TX,4821,5024106,1,1,"10,305",10,"1,029.10"
TX,4821,5024107,1,1,"4,203",3.7,"1,128.50"
TX,4821,5024108,1,1,"5,699",6.5,871.4
TX,4821,5024109,1,1,"5,889",3.6,"1,644.20"
TX,4821,5024110,1,1,"9,893",3.7,"2,696.70"
TX,4821,5024111,1,1,"5,373",16.3,329
TX,4821,5024112,1,1,"12,663",77.6,163.2
TX,4821,5024113,1,1,"6,171",5.2,"1,193.20"
TX,4821,5024114,1,1,"8,814",7.5,"1,181.60"
TX,4821,5024201,2,2,"14,553",133.4,109.1
TX,4821,5024203,1,1,"6,390",12.3,518
TX,4821,5024204,1,1,"4,518",15.8,285.2
TX,4821,5024205,1,1,"7,845",5.6,"1,392.10"
TX,4821,5024301,2,2,"1,595",550.9,2.9
TX,4821,5024302,2,2,"1,641",58.8,27.9
TX,4821,5024402,1,1,"8,668",16.1,537.3
TX,4821,5024403,1,1,"5,500",2,"2,740.10"
TX,4821,5024404,1,1,"4,044",15.6,259.8
TX,4821,5024500,1,1,"8,018",18.1,443.7
TX,4821,5024600,1,1,"6,798",59.1,115.1
TX,4821,5980000,99,99,0,0.6,0
TX,4821,7960100,3,3,"4,080",136.9,29.8
TX,4821,7960200,2,2,"4,452",149.9,29.7
TX,4821,7960400,2,2,"1,994",4.3,464.8
TX,4821,7960500,2,2,"5,885",141.6,41.6
TX,4821,7960600,10,10,"1,338",0.8,"1,703.40"
TX,4821,7960700,3,3,"2,023",131.6,15.4
TX,4821,7960800,7,7,"3,473",2.5,"1,380.50"
TX,4821,7960900,7,7,"2,298",3.5,653.1
TX,4821,7961000,7,7,"1,930",2.2,869.3
TX,4821,7961100,9,9,"3,701",187.6,19.7
TX,4821,7961400,2,2,"3,915",197.8,19.8
TX,4821,9950100,2,2,"1,504",82.7,18.2
TX,4821,9950200,2,2,"4,158",542,7.7
TX,4821,9950300,4,4,"4,321",4.7,918.3
TX,4821,9950400,4,4,"4,943",4.9,"1,008.70"
TX,4821,9950500,4,4,"4,816",5.9,820.3
TX,4821,9950600,2,2,"1,476",138.5,10.7
TX,4821,9950700,10,10,"1,717",129.8,13.2
TX,4822,1160100,4,4,"4,361",9.4,464.3
TX,4822,1160204,4,4,"2,970",39.8,74.7
TX,4822,1160205,4,4,"6,658",25.1,265.5
TX,4822,1160206,4,4,"3,855",4.2,918.1
TX,4822,1160207,4,4,"6,363",7,913.7
TX,4822,1160208,4,4,"5,411",19.7,274.3
TX,4822,1160209,4,4,"7,206",47,153.4
TX,4822,1160210,2,2,"5,096",19.1,267.3
TX,4822,1160301,4,4,"5,440",108.6,50.1
TX,4822,1160302,5,5,"3,822",140.9,27.1
TX,4822,3950100,5,5,"2,825",186.9,15.1
TX,4822,3950200,6,6,"4,263",162.1,26.3
TX,4822,3950300,5,5,"5,652",150.7,37.5
TX,4822,3950401,4,4,"4,014",1.6,"2,445.40"
TX,4822,3950402,4,4,"3,759",5.2,721
TX,4822,3950500,4,4,"3,019",4.5,673
TX,4822,3950600,4,4,"3,856",5.4,719.9
TX,4822,3950700,5,5,"4,915",171.8,28.6
TX,4822,3950800,5,5,"2,858",79,36.2
TX,4822,5950100,9,9,"4,872",346.5,14.1
TX,4822,5950200,10,10,"1,422",179.2,7.9
TX,4822,5950300,7,7,"3,274",3.1,"1,062.40"
TX,4822,5950400,7,7,"3,138",2.6,"1,189.20"
TX,4822,5950500,8,8,"4,419",272,16.2
TX,4822,5950600,5,5,"1,531",178.4,8.6
TX,4822,5950700,6,6,"5,076",249.1,20.4
TX,4822,7950100,5,5,"2,247",397.7,5.6
TX,4822,7950200,5,5,"2,022",157.5,12.8
TX,4822,7950300,4,4,"2,242",4,565.2
TX,4822,7950400,4,4,"3,343",3.1,"1,068.30"
TX,4822,7950500,4,4,"3,219",1.5,"2,145.30"
TX,4822,7950600,4,4,"4,141",3.8,"1,083.50"
TX,4822,7950700,4,4,"3,335",1,"3,510.40"
TX,4822,7950801,4,4,"4,183",3.9,"1,064.40"
TX,4822,7950802,4,4,"6,703",8.8,761.3
TX,4822,7950900,4,4,"3,577",319.4,11.2
TX,4822,9950300,2,2,"3,476","4,571.00",0.8
TX,4823,1960100,8,8,"2,371",100.1,23.7
TX,4823,1960200,10,10,"2,352",49.2,47.9
TX,4823,1960300,6,6,"4,053",104.4,38.8
TX,4823,1960400,4,4,"4,835",92.5,52.3
TX,4823,1960500,7,7,"3,955",10.5,377.6
TX,4823,1960600,7,7,"3,877",1.2,"3,178.20"
TX,4823,1960700,5,5,"5,666",131.2,43.2
TX,4823,1960800,4,4,"3,649",5.7,644.9
TX,4823,1960900,4,4,"5,166",2.1,"2,507.70"
TX,4823,1961000,4,4,"4,200",3.4,"1,233.00"
TX,4823,1961100,5,5,"6,643",61.2,108.6
TX,4823,1961200,4,4,"4,680",4.9,957.3
TX,4823,1961300,4,4,"6,325",48,131.8
TX,4823,1961400,2,2,"7,388",79.5,92.9
TX,4823,1961501,2,2,"3,107",39.7,78.3
TX,4823,1961502,2,2,"4,640",38,122.1
TX,4823,1961503,2,2,"4,169",36.1,115.3
TX,4823,1961600,2,2,"6,400",23,277.8
TX,4823,1961700,2,2,"2,653",9.8,270.3
TX,4823,3950200,5,5,"2,809",582.2,4.8
TX,4823,3950500,4,4,"4,913",271.4,18.1
