state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
AK,2170,300,5,5.1,"5,614",151.4,37.1
AK,2170,401,5,5,"1,912",22,86.8
AK,2170,402,10,10,"2,105",673.9,3.1
AK,2170,501,5,5,"1,716",50.1,34.2
AK,2170,502,5,5,"1,896",338.4,5.6
AK,2170,601,4,4.1,"4,481",38.2,117.4
AK,2170,603,4,4.1,"6,131",21.5,285.2
AK,2170,604,4,4.1,"4,734",174.2,27.2
AK,2170,701,5,5,"3,362",16.3,206.3
AK,2170,703,5,5,"3,676",19.1,192.5
AK,2170,705,4,4.1,"3,750",4,936.3
AK,2170,706,4,4.1,"4,974",53,93.9
AK,2170,800,4,4.1,"4,895",4.5,"1,080.40"
AK,2170,900,4,4.1,"2,544",7.2,353
AK,2170,1001,4,4.1,"3,458",7.8,444
AK,2170,1003,4,4.1,"3,434",4.9,701.8
AK,2170,1004,4,4.1,"4,831",7.1,679.9
AK,2170,1100,4,4.1,"5,364",23.5,228
AK,2170,1201,4,4.1,"5,142",8.7,591.8
AK,2170,1202,4,4.1,"4,664",7.2,646.7
AK,2170,1300,5,5.1,"5,461",158.1,34.5
AK,2180,100,10,10,"5,725","22,224.80",0.3
AK,2180,200,7,7,"3,767",736.9,5.1
AK,2185,100,7,7,"4,213",97.8,43.1
AK,2185,200,10,10,"2,690","85,425.70",0
AK,2185,300,10,10,"2,527","3,171.90",0.8
AK,2188,100,10,10,"4,322","35,316.80",0.1
AK,2188,200,7,7,"3,201",255.8,12.5
AK,2195,200,10,10,"3,815","3,282.00",1.2
AK,2198,100,10,10,"1,685","3,463.60",0.5
AK,2198,200,10,10,"2,327",129.7,17.9
AK,2198,300,10,10,87,196.9,0.4
AK,2198,940100,10,10,"1,460",132.8,11
AK,2220,100,7,7,"3,546","2,863.70",1.2
AK,2220,200,7,7,"5,335",6.6,807.6
AK,2230,100,10,10.1,968,452.3,2.1
AK,2240,100,10,10,"2,219","18,086.60",0.1
AK,2240,400,10,10,"4,810","6,682.20",0.7
AK,2261,100,10,10,"2,952","24,693.20",0.1
AK,2261,200,10,10,"2,264","5,274.20",0.4
AK,2261,300,10,10,"4,420","4,272.60",1
AK,2270,100,10,10,"7,459","17,081.40",0.4
AK,2275,300,10,10,"2,369","2,541.50",0.9
AK,2282,100,10,10,662,"7,649.50",0.1
AK,2290,100,10,10,"1,311","40,152.40",0
AK,2290,200,10,10,"1,461","39,977.50",0
AK,2290,300,10,10,"1,758","33,801.90",0.1
AK,2290,400,10,10,"1,058","31,573.00",0
AZ,4001,942600,2,2,"1,578",588.7,2.7
AZ,4001,942700,8,8.1,"5,628","1,154.50",4.9
AZ,4001,944000,5,5,"6,043",305.9,19.8
AZ,4001,944100,10,10,"5,870",706.9,8.3
AZ,4001,944201,2,2,"4,010",193.8,20.7
AZ,4001,944202,8,8,"4,053",165.8,24.4
AZ,4001,944300,10,10,"6,958","1,018.20",6.8
AZ,4001,944901,10,10,"4,021",576.5,7
AZ,4001,944902,10,10,"4,853","1,077.20",4.5
AZ,4001,945001,8,8,"4,497",42.3,106.3
AZ,4001,945002,10,10,"3,916",449.4,8.7
AZ,4001,945100,10,10,"2,221",623.6,3.6
AZ,4001,970200,10,10,"4,990","1,992.00",2.5
AZ,4001,970300,7,7,"3,523",532.2,6.6
AZ,4001,970501,7,7,"5,081",6.2,823.5
AZ,4001,970502,9,9,"4,276","1,764.60",2.4
AZ,4003,100,10,10,"1,971","1,322.70",1.5
AZ,4003,201,8,8,"3,747",332.3,11.3
AZ,4003,202,7,7,"3,982",51.6,77.1
AZ,4003,203,10,10,"2,740",294.3,9.3
AZ,4003,301,7,7.1,"4,212",7.2,584.1
AZ,4003,302,3,3,"4,851",269.7,18
AZ,4003,303,8,8,"3,457",644.9,5.4
AZ,4003,400,10,10,"2,206",389.9,5.7
AZ,4003,500,10,10,"5,651","1,652.40",3.4
AZ,4003,600,4,4,"2,984",235.1,12.7
AZ,4003,700,4,4,"5,196",13,399.5
AZ,4003,800,4,4,"5,160",7.4,700.5
AZ,4003,901,4,4,"3,586",0.7,"4,883.40"
AZ,4003,902,4,4,"2,846",0.9,"3,078.90"
AZ,4003,1000,7,7,"1,656",158.2,10.5
AZ,4003,1100,7,7,"3,599",57.5,62.6
AZ,4003,1200,7,7,"3,036",127.1,23.9
AZ,4003,1300,2,2,"5,613",151.4,37.1
AZ,4003,1401,1,1,"4,359",74.3,58.7
AZ,4003,1402,1,1,"1,251",52.9,23.7
AZ,4003,1501,1,1,"3,636",0.9,"3,845.20"
AZ,4003,1502,1,1,"3,812",1,"3,641.90"
AZ,4003,1601,1,1,"4,825",1.3,"3,827.00"
AZ,4003,1602,1,1,"3,441",1.7,"2,027.10"
AZ,4003,1701,1,1,"4,274",1.1,"4,070.20"
AZ,4003,1702,1,1,"3,978",24.6,161.7
AZ,4003,1703,1,1,"4,511",7.3,619
AZ,4003,1800,1,1,"9,219",4.4,"2,119.30"
AZ,4003,1900,1,1,"7,083",7.2,983.1
AZ,4003,2001,1,1,"4,979",8.5,585
AZ,4003,2002,2,2,"4,332",47.7,90.9
AZ,4003,2100,2,2,"5,153",216.6,23.8
AZ,4005,100,1,1,"3,804",3.3,"1,162.70"
AZ,4005,200,1,1,"3,788",3.9,962.6
AZ,4005,300,1,1,"7,175",1.9,"3,733.40"
AZ,4005,400,1,1,"5,373",1.1,"5,079.20"
AZ,4005,500,1,1,"4,396",4.1,"1,075.70"
AZ,4005,600,1,1,"5,461",21,259.6
AZ,4005,700,1,1,"3,647",2.5,"1,459.30"
AZ,4005,800,1,1,"4,122",2.3,"1,791.90"
AZ,4005,900,1,1,"6,905",15.5,445.8
AZ,4005,1000,1,1,"8,156",1.1,"7,570.30"
AZ,4005,1101,1,1,"4,797",3,"1,610.00"
AZ,4005,1102,1,1,"6,650",2.4,"2,752.80"
AZ,4005,1200,1,1,"2,864",5.4,530.4
AZ,4005,1301,1,1,"5,102",20.6,247.4
AZ,4005,1302,2,2,"5,536",302.7,18.3
AZ,4005,1500,2,2,"3,186","2,671.50",1.2
AZ,4005,1600,7,7,"3,150",46.2,68.2
AZ,4005,1700,7,7,"3,417",96.5,35.4
AZ,4005,2000,10,10,"2,037","2,791.30",0.7
AZ,4005,2100,7,7,"7,247",23,315.1
AZ,4005,2200,1,1,"6,457","1,834.50",3.5
AZ,4005,2300,10,10.1,"6,674","4,834.40",1.4
AZ,4005,942201,8,8,"4,073",920.3,4.4
AZ,4005,942202,8,8,"3,813","1,116.70",3.4
AZ,4005,944900,7,7,"4,631",99.1,46.7
AZ,4005,945000,10,10,"4,180","1,526.00",2.7
AZ,4005,945100,2,2,"3,679","2,264.00",1.6
AZ,4005,945200,7,7,"4,101",4.7,875.5
AZ,4007,100,2,2,"2,949",177.6,16.6
AZ,4007,200,4,4,"2,227",209.8,10.6
AZ,4007,301,4,4,"5,810",3.4,"1,685.10"
AZ,4007,302,4,4,"2,911",262.8,11.1
AZ,4007,400,4,4,"4,481",34,131.8
AZ,4007,500,4,4,"5,429",109.7,49.5
AZ,4007,600,5,5,"1,640",506.9,3.2
AZ,4007,700,10,10,"1,710",785.3,2.2
AZ,4007,800,4,4,"1,281",247.6,5.2
AZ,4007,900,4,4,"2,884",6.7,431.6
AZ,4007,1000,4,4,"5,094",355.5,14.3
AZ,4007,1100,4,4,"3,852",9.2,420.8
AZ,4007,1200,4,4,"5,023",69.4,72.3
AZ,4007,1300,10,10,"1,340",147.3,9.1
AZ,4007,940200,2,2,"1,678",824,2
AZ,4007,940400,5,5,"5,288","1,008.80",5.2
AZ,4009,940500,5,5,"4,780","1,685.30",2.8
AZ,4009,961100,4,4,"4,385",570.4,7.7
AZ,4009,961201,4,4,"3,569",8.2,434.7
AZ,4009,961202,4,4,"3,609",25.2,143
AZ,4009,961300,4,4,"3,409",1.3,"2,584.50"
AZ,4009,961400,4,4,"4,947",2,"2,528.00"
AZ,4009,961500,5,5,"4,449",692.9,6.4
AZ,4009,961600,5,5,"3,161","1,277.90",2.5
AZ,4009,961700,4,4,"4,911",359.4,13.7
AZ,4011,960100,7,7.2,"2,886","1,277.70",2.3
AZ,4011,960200,7,7.2,"2,963",123.3,24
AZ,4011,960300,10,10,"2,588",442.2,5.9
AZ,4012,20100,10,10,"2,815","1,963.50",1.4
AZ,4012,20201,8,8,"1,837",19,96.7
AZ,4012,20202,8,8,647,175,3.7
AZ,4012,20501,8,8,"1,984",637.4,3.1
AZ,4012,20502,7,7,"4,388",417.3,10.5
AZ,4012,20602,4,4,"1,741",289.1,6
AZ,4012,940200,7,7,"3,080",1.6,"1,951.60"
AZ,4012,940300,7,7,"3,997",383.7,10.4
AZ,4012,980000,10,10,0,613.1,0
AZ,4013,10101,2,2,"5,073",21,242
AZ,4013,10102,1,1,"4,640","1,045.70",4.4
AZ,4013,30401,1,1,"4,283",10.2,418.3
AZ,4013,30402,1,1,"3,895",22.5,173.4
AZ,4013,40502,7,7,"4,861",7.9,612.8
AZ,4013,40506,1,1,"5,209",2.5,"2,125.60"
AZ,4013,40507,1,1,"6,097",2.9,"2,074.70"
AZ,4013,40512,1,1,"1,690",0.8,"2,241.90"
AZ,4013,40513,1,1,"3,031",1.5,"2,083.50"
AZ,4013,40514,1,1,"3,104",1.5,"2,058.20"
AZ,4013,40515,2,2,"4,792",871.7,5.5
AZ,4013,40516,2,2,"2,856",146.2,19.5
AZ,4013,40517,2,2,"7,621",59.1,129
AZ,4013,40518,2,2,"6,679",175.8,38
AZ,4013,40519,2,2,"3,595",87.8,40.9
AZ,4013,40520,2,2,"4,142",8.6,482.2
AZ,4013,40521,1,1,"4,560",12.6,362.7
AZ,4013,40522,1,1,"4,181",2.1,"1,946.10"
AZ,4013,40523,1,1,"3,300",1.7,"1,958.50"
AZ,4013,40524,1,1,"1,474",0.9,"1,734.00"
AZ,4013,40525,1,1,"3,046",1.4,"2,207.40"
AZ,4013,40526,1,1,"2,365",1,"2,452.80"
AZ,4013,40527,1,1,"4,184",0.9,"4,439.90"
AZ,4013,40528,1,1,"6,212",3,"2,074.50"
AZ,4013,40529,1,1,"3,222",1.6,"2,056.40"
AZ,4013,40530,1,1,"3,559",0.6,"5,603.50"
AZ,4013,40531,1,1,"3,395",1,"3,282.40"
AZ,4013,50603,10,10.1,"4,536","1,332.70",3.4
AZ,4013,50604,2,2,"3,727",119.5,31.2
AZ,4013,50605,2,2,"5,828",255.4,22.8
AZ,4013,50606,2,2,"6,799",10.4,653.6
AZ,4013,50607,2,2,"6,505",32.1,202.6
AZ,4013,50608,2,2,"7,163",5,"1,427.40"
AZ,4013,50609,2,2,"4,874",4.2,"1,157.70"
AZ,4013,50610,2,2,"7,915",14.3,552.6
AZ,4013,50611,2,2,"4,477",22.7,197.3
AZ,4013,50701,2,2,"5,092",2.8,"1,798.00"
AZ,4013,50702,2,2,"5,280",3.1,"1,694.60"
AZ,4013,60801,1,1,"5,832",1.4,"4,107.70"
AZ,4013,60802,1,1,"1,975",1.5,"1,274.60"
AZ,4013,60901,1,1,"4,640",0.6,"7,425.60"
AZ,4013,60902,1,1,"3,842",0.6,"6,816.30"
AZ,4013,60903,1,1,"4,983",0.5,"9,925.70"
AZ,4013,60904,1,1,"3,527",0.6,"6,388.10"
AZ,4013,61009,2,2,"8,318",5.9,"1,412.60"
AZ,4013,61010,2,2,"4,638",2.3,"1,981.90"
AZ,4013,61011,2,2,"5,705",6,944.7
AZ,4013,61012,2,2,"7,680",3.9,"1,961.80"
AZ,4013,61013,1,1,"5,709",1.8,"3,229.30"
AZ,4013,61014,2,2,"4,905",1.5,"3,303.40"
AZ,4013,61015,2,2,"5,757",1.2,"4,648.20"
AZ,4013,61016,2,2,"4,614",8.2,561.6
AZ,4013,61017,2,2,"3,496",1.3,"2,720.20"
AZ,4013,61018,2,2,"4,660",3,"1,561.40"
AZ,4013,61019,2,2,"3,161",16.7,189.5
AZ,4013,61020,2,2,"3,835",0.9,"4,069.60"
AZ,4013,61021,2,2,"1,753",0.7,"2,350.80"
AZ,4013,61022,2,2,"8,869",3,"2,995.20"
AZ,4013,61023,2,2,"9,200",3,"3,065.80"
AZ,4013,61024,2,2,"2,177",5.6,389.2
AZ,4013,61025,1,1,"7,445",1.8,"4,091.60"
AZ,4013,61026,1,1,"5,458",1,"5,434.30"
AZ,4013,61027,1,1,"5,539",0.9,"6,195.00"
AZ,4013,61028,1,1,"2,417",2.1,"1,176.90"
AZ,4013,61029,1,1,"4,905",1,"4,760.20"
AZ,4013,61030,1,1,"7,272",1.4,"5,121.60"
AZ,4013,61031,1,1,"3,315",8.9,373.2
AZ,4013,61032,1,1,"5,579",0.9,"6,221.30"
AZ,4013,61033,1,1,"6,011",1,"6,082.60"
AZ,4013,61034,1,1,"6,764",1,"6,758.00"
AZ,4013,61035,1,1,"6,699",1,"6,776.60"
AZ,4013,61036,1,1,"2,489",0.9,"2,724.90"
AZ,4013,61037,1,1,"3,957",1,"3,964.80"
AZ,4013,61038,1,1,"4,525",1,"4,516.30"
AZ,4013,61039,1,1,"3,708",4,934
AZ,4013,61040,1,1,"3,929",0.5,"8,254.00"
AZ,4013,61041,1,1,"4,319",0.5,"8,401.90"
AZ,4013,61042,1,1,"2,120",0.8,"2,607.10"
AZ,4013,61043,1,1,"2,452",5.4,453.9
AZ,4013,61044,2,2,"5,553",14.1,395.1
AZ,4013,61045,2,2,"4,960",15.8,313
AZ,4013,61046,2,2,"5,183",1,"5,230.20"
AZ,4013,61047,2,2,"3,264",1,"3,404.00"
AZ,4013,61100,2,2,"3,436",3.9,880.8
AZ,4013,61200,2,2,"6,114",1.5,"4,020.60"
AZ,4013,61300,2,2,"1,930",1.4,"1,340.20"
AZ,4013,61401,2,2,"1,972",0.3,"6,893.90"
AZ,4013,61402,2,2,"5,505",0.9,"6,372.00"
AZ,4013,71503,1,1,"4,708",1.5,"3,038.00"
AZ,4013,71504,1,1,"3,394",1.3,"2,637.60"
AZ,4013,71505,1,1,"5,964",2.3,"2,614.00"
AZ,4013,71506,1,1,"4,260",1.6,"2,638.10"
AZ,4013,71509,1,1,"5,401",1.8,"2,928.00"
AZ,4013,71510,1,1,"4,078",1,"4,062.20"
AZ,4013,71511,1,1,"3,339",0.9,"3,695.60"
AZ,4013,71512,1,1,"5,917",1,"5,865.20"
AZ,4013,71513,1,1,"1,550",1,"1,530.00"
AZ,4013,71514,1,1,"4,021",1.1,"3,509.70"
AZ,4013,71515,1,1,"3,674",1,"3,717.60"
AZ,4013,71516,1,1,"2,886",0.9,"3,081.00"
AZ,4013,71517,1,1,"3,740",0.9,"4,031.10"
AZ,4013,71600,1,1,"3,668",1,"3,612.70"
AZ,4013,71701,1,1,"2,634",0.8,"3,420.90"
AZ,4013,71702,1,1,"3,219",1.3,"2,408.20"
AZ,4013,71801,1,1,"5,148",1.9,"2,745.80"
AZ,4013,71802,1,1,"3,302",1.1,"2,929.70"
AZ,4013,71903,1,1,"6,306",1,"6,259.90"
AZ,4013,71906,1,1,"5,816",1,"5,680.30"
AZ,4013,71909,1,1,"3,797",0.9,"4,312.40"
AZ,4013,71910,1,1,"6,218",1,"6,268.30"
AZ,4013,71911,1,1,"3,081",1,"3,063.50"
AZ,4013,71912,1,1,"2,817",0.7,"4,296.90"
AZ,4013,71913,1,1,"5,071",0.8,"6,086.50"
AZ,4013,71914,1,1,"3,125",0.5,"6,217.20"
AZ,4013,71915,1,1,"3,439",0.5,"6,845.60"
AZ,4013,82002,1,1,"5,807",1,"5,750.60"
AZ,4013,82007,1,1,"4,077",0.5,"8,208.60"
AZ,4013,82008,1,1,"5,058",0.5,"10,074.50"
AZ,4013,82009,1,1,"4,668",0.5,"9,273.80"
AZ,4013,82010,1,1,"3,931",0.5,"7,844.60"
AZ,4013,82012,2,2,"5,708",1.1,"5,066.10"
AZ,4013,82016,1,1,"2,348",2,"1,170.20"
AZ,4013,82017,2,2,"4,275",1,"4,251.10"
AZ,4013,82018,1,1,"4,685",0.5,"9,151.20"
AZ,4013,82019,2,2,"2,391",0.7,"3,523.00"
AZ,4013,82020,2,2,"3,833",0.7,"5,218.10"
AZ,4013,82021,2,2,"2,070",1,"2,018.60"
AZ,4013,82022,2,2,"4,171",1.4,"2,959.60"
AZ,4013,82023,2,2,"5,366",1.2,"4,413.80"
AZ,4013,82024,1,1,"4,081",1.2,"3,307.50"
AZ,4013,82025,2,2,"2,378",1.5,"1,590.00"
AZ,4013,82026,2,2,"5,995",1,"6,131.20"
AZ,4013,82027,1,1,"3,978",2.4,"1,630.10"
AZ,4013,82028,1,1,"4,214",0.5,"8,522.00"
AZ,4013,82203,1,1,"7,512",2,"3,784.30"
AZ,4013,82204,1,1,"5,359",3.7,"1,452.80"
AZ,4013,82205,1,1,"5,124",1,"5,285.70"
AZ,4013,82206,1,1,"3,092",2.4,"1,285.60"
AZ,4013,82207,2,2,"2,394",4.2,574.3
AZ,4013,82208,1,1,"2,891",7.3,395
AZ,4013,82209,2,2,"2,840",0.4,"7,709.80"
AZ,4013,82210,1,1,"4,633",0.8,"5,468.30"
AZ,4013,82211,2,2,"4,823",1.6,"2,965.30"
AZ,4013,83000,1,1,"6,545",4.9,"1,323.30"
AZ,4013,92305,1,1,"3,667",1,"3,817.80"
AZ,4013,92306,1,1,"5,893",1,"5,948.70"
AZ,4013,92307,1,1,"5,847",1,"5,901.10"
AZ,4013,92308,1,1,"6,612",1,"6,658.20"
AZ,4013,92309,1,1,"5,212",1,"5,249.60"
AZ,4013,92311,1,1,"2,876",0.2,"11,509.30"
AZ,4013,92312,1,1,"5,001",0.7,"7,070.00"
AZ,4013,92401,1,1,"4,045",0.5,"8,126.40"
AZ,4013,92402,1,1,"3,369",0.5,"6,675.90"
AZ,4013,92500,1,1,"4,935",1,"4,856.90"
AZ,4013,92600,1,1,"3,177",1,"3,274.10"
AZ,4013,92705,1,1,"3,702",1,"3,697.70"
AZ,4013,92708,1,1,"2,056",1.1,"1,945.80"
AZ,4013,92709,1,1,"4,130",1,"4,156.40"
AZ,4013,92710,1,1,"4,269",1,"4,286.20"
AZ,4013,92711,1,1,"3,120",1,"3,151.70"
AZ,4013,92712,1,1,"4,905",1,"4,982.00"
AZ,4013,92713,1,1,"5,027",1,"5,065.40"
AZ,4013,92715,1,1,"4,037",0.5,"8,128.50"
AZ,4013,92716,1,1,"3,908",0.5,"7,800.80"
AZ,4013,92717,1,1,"4,870",0.5,"9,722.60"
AZ,4013,92718,1,1,"3,791",0.5,"7,550.20"
AZ,4013,92719,1,1,"4,277",1,"4,273.30"
AZ,4013,92720,1,1,"4,407",9.1,481.9
AZ,4013,92721,1,1,"2,801",1,"2,861.00"
AZ,4013,92723,1,1,"4,114",1,"4,124.50"
AZ,4013,92724,1,1,"3,472",0.9,"3,672.30"
AZ,4013,92801,1,1,"4,756",0.5,"9,805.50"
AZ,4013,92802,1,1,"5,217",0.5,"10,729.40"
AZ,4013,92900,1,1,"2,866",1,"2,822.10"
AZ,4013,93001,1,1,"4,841",0.6,"8,681.40"
AZ,4013,93002,1,1,"4,082",0.4,"9,421.80"
AZ,4013,93101,1,1,"4,547",0.5,"9,216.60"
AZ,4013,93104,1,1,"4,385",1.5,"2,892.80"
AZ,4013,93105,1,1,"5,242",0.5,"10,827.60"
AZ,4013,93106,1,1,"4,068",0.5,"8,364.60"
AZ,4013,93200,1,1,"3,355",2,"1,673.20"
AZ,4013,103205,1,1,"2,652",1,"2,611.90"
AZ,4013,103206,1,1,"2,521",1,"2,536.90"
AZ,4013,103207,1,1,"2,459",0.9,"2,603.80"
AZ,4013,103208,1,1,"3,927",1.1,"3,661.80"
AZ,4013,103209,1,1,"5,353",2.5,"2,146.60"
AZ,4013,103210,1,1,"6,044",0.9,"6,701.40"
AZ,4013,103211,1,1,"4,395",1,"4,194.70"
AZ,4013,103212,1,1,"4,245",1,"4,217.50"
AZ,4013,103214,1,1,"3,852",1,"3,851.50"
AZ,4013,103215,1,1,"2,779",1,"2,655.30"
AZ,4013,103216,1,1,"5,192",1,"5,174.70"
AZ,4013,103217,1,1,"6,295",1,"6,297.30"
AZ,4013,103219,1,1,"3,012",1.1,"2,700.60"
AZ,4013,103220,1,1,"2,994",0.8,"3,547.80"
AZ,4013,103302,1,1,"6,246",1,"6,471.80"
AZ,4013,103303,1,1,"3,475",1,"3,528.90"
AZ,4013,103304,1,1,"4,674",0.4,"12,678.50"
AZ,4013,103305,1,1,"3,092",0.3,"9,878.70"
AZ,4013,103306,1,1,"3,619",0.3,"12,206.20"
AZ,4013,103400,1,1,"4,656",1,"4,435.90"
AZ,4013,103501,1,1,"3,107",0.8,"4,009.80"
AZ,4013,103502,1,1,"5,914",1.7,"3,436.50"
AZ,4013,103604,1,1,"4,098",1.2,"3,430.50"
AZ,4013,103605,1,1,"5,967",2.4,"2,519.60"
AZ,4013,103606,1,1,"4,089",0.9,"4,367.40"
AZ,4013,103607,1,1,"4,496",1,"4,675.40"
AZ,4013,103608,1,1,"3,587",1,"3,772.00"
AZ,4013,103609,1,1,"5,280",1,"5,484.50"
AZ,4013,103611,1,1,"5,121",2,"2,542.90"
AZ,4013,103612,1,1,"4,762",0.8,"6,238.80"
AZ,4013,103614,1,1,"2,998",0.8,"3,540.20"
AZ,4013,103615,1,1,"4,748",2.7,"1,739.30"
AZ,4013,103701,1,1,"4,700",1,"4,734.90"
AZ,4013,103702,1,1,"3,056",1.8,"1,677.80"
AZ,4013,103900,1,1,"5,827",1,"5,984.00"
AZ,4013,104000,1,1,"6,725",1,"6,793.30"
AZ,4013,104100,1,1,"6,567",1,"6,632.70"
AZ,4013,104202,1,1,"5,131",1,"5,154.10"
AZ,4013,104203,1,1,"6,211",1,"6,229.00"
AZ,4013,104204,1,1,"3,230",0.6,"5,804.90"
AZ,4013,104205,1,1,"5,156",1.3,"3,953.90"
AZ,4013,104206,1,1,"3,813",0.6,"6,076.50"
AZ,4013,104207,1,1,"4,240",1,"4,144.50"
AZ,4013,104212,1,1,"6,174",1,"6,195.00"
AZ,4013,104214,1,1,"2,312",0.9,"2,448.40"
AZ,4013,104215,1,1,"4,026",0.9,"4,513.70"
AZ,4013,104216,1,1,"4,771",0.9,"5,024.00"
AZ,4013,104217,1,1,"4,882",1,"4,906.90"
AZ,4013,104218,1,1,"3,941",1,"3,978.50"
AZ,4013,104219,1,1,"2,982",1,"3,018.70"
AZ,4013,104221,1,1,"5,864",1,"5,911.20"
AZ,4013,104222,1,1,"5,915",1,"6,149.30"
AZ,4013,104223,1,1,"1,857",1,"1,942.40"
AZ,4013,104224,1,1,"5,898",1,"6,001.30"
AZ,4013,104225,1,1,"3,699",1,"3,868.80"
AZ,4013,104226,1,1,"4,373",1,"4,426.20"
AZ,4013,104227,1,1,"2,059",0.4,"4,926.30"
AZ,4013,104301,1,1,"3,300",0.6,"5,748.00"
AZ,4013,104302,1,1,"3,209",0.4,"8,303.40"
AZ,4013,104401,1,1,"5,017",1,"5,097.40"
AZ,4013,104402,1,1,"2,538",1,"2,571.60"
AZ,4013,104501,1,1,"3,697",0.5,"7,802.00"
AZ,4013,104502,1,1,"5,107",0.5,"9,857.90"
AZ,4013,104600,1,1,"4,253",1,"4,207.10"
AZ,4013,104701,1,1,"2,474",0.4,"6,003.60"
AZ,4013,104702,1,1,"4,441",0.6,"7,969.50"
AZ,4013,104801,1,1,"3,619",2.3,"1,595.70"
AZ,4013,104802,1,1,"5,688",1.3,"4,417.30"
AZ,4013,104900,1,1,"4,003",1,"4,011.10"
AZ,4013,105002,1,1,"2,574",3.1,840.4
AZ,4013,105003,1,1,"4,549",4.1,"1,116.30"
AZ,4013,105004,1,1,"3,114",5,626.8
AZ,4013,105101,1,1,"4,417",2.3,"1,894.60"
AZ,4013,105102,1,1,"4,165",7.4,563
AZ,4013,105103,1,1,"3,017",3.8,794
AZ,4013,105200,1,1,"5,819",1.6,"3,722.80"
AZ,4013,105300,1,1,"4,995",1,"4,922.30"
AZ,4013,105400,1,1,"3,603",1,"3,633.00"
AZ,4013,105501,1,1,"2,355",0.5,"4,735.40"
AZ,4013,105502,1,1,"1,891",0.2,"7,654.50"
AZ,4013,105503,1,1,"3,279",0.2,"13,470.70"
AZ,4013,105601,1,1,"3,791",0.5,"7,648.40"
AZ,4013,105602,1,1,"5,943",0.5,"11,929.60"
AZ,4013,105701,1,1,"3,426",0.5,"6,885.30"
AZ,4013,105702,1,1,"3,775",0.5,"7,578.20"
AZ,4013,105800,1,1,"6,298",1,"6,308.80"
AZ,4013,105900,1,1,"4,956",1,"4,932.00"
AZ,4013,106001,1,1,"1,671",0.3,"6,156.90"
AZ,4013,106002,1,1,"2,248",0.4,"6,176.50"
AZ,4013,106003,1,1,"3,175",0.4,"8,737.60"
AZ,4013,106100,1,1,"5,282",1,"5,354.90"
AZ,4013,106200,1,1,"3,285",1,"3,279.90"
AZ,4013,106300,1,1,"5,093",1,"5,009.60"
AZ,4013,106400,1,1,"2,732",1,"2,837.70"
AZ,4013,106501,1,1,"2,877",0.5,"5,672.20"
AZ,4013,106502,1,1,"3,542",0.5,"7,005.90"
AZ,4013,106600,1,1,"3,607",1,"3,588.80"
AZ,4013,106701,1,1,"3,961",0.2,"16,189.50"
AZ,4013,106702,1,1,"1,213",0.3,"4,838.10"
AZ,4013,106703,1,1,"2,029",0.5,"4,078.70"
AZ,4013,106801,1,1,"3,941",0.3,"14,519.80"
AZ,4013,106802,1,1,"3,248",0.7,"4,476.90"
AZ,4013,106900,1,1,"7,077",1,"7,036.60"
AZ,4013,107000,1,1,"7,123",1,"7,169.10"
AZ,4013,107101,1,1,"4,262",0.5,"8,884.80"
AZ,4013,107102,1,1,"5,197",0.5,"10,031.30"
AZ,4013,107201,1,1,"4,301",0.5,"8,580.70"
AZ,4013,107202,1,1,"4,928",0.5,"9,871.70"
AZ,4013,107300,1,1,"6,202",1,"6,237.50"
AZ,4013,107400,1,1,"6,572",1,"6,583.10"
AZ,4013,107500,1,1,"3,337",1,"3,312.20"
AZ,4013,107601,1,1,"2,800",0.5,"5,533.80"
AZ,4013,107602,1,1,"2,680",0.5,"5,320.50"
AZ,4013,107700,1,1,"3,797",1,"3,753.60"
AZ,4013,107800,1,1,"2,408",1.4,"1,765.00"
AZ,4013,107900,1,1,"3,701",3.1,"1,206.90"
AZ,4013,108000,1,1,"3,467",1.5,"2,374.70"
AZ,4013,108100,1,1,"1,850",0.6,"3,299.70"
AZ,4013,108200,1,1,"3,158",0.6,"5,252.70"
AZ,4013,108301,1,1,"3,405",0.9,"3,878.20"
AZ,4013,108302,1,1,"2,700",0.5,"5,243.80"
AZ,4013,108400,1,1,"4,888",1,"4,873.60"
AZ,4013,108501,1,1,"2,250",0.5,"4,497.60"
AZ,4013,108502,1,1,"3,529",0.5,"7,065.70"
AZ,4013,108601,1,1,"2,679",0.3,"8,488.30"
AZ,4013,108602,1,1,"4,530",0.7,"6,626.50"
AZ,4013,108802,1,1,"1,819",0.4,"4,585.20"
AZ,4013,108901,1,1,"2,508",0.4,"6,264.20"
AZ,4013,108902,1,1,"3,858",0.6,"6,642.00"
AZ,4013,109001,1,1,"4,146",0.3,"16,506.40"
AZ,4013,109002,1,1,"4,563",0.4,"12,533.20"
AZ,4013,109003,1,1,"5,474",0.4,"14,808.10"
AZ,4013,109101,1,1,"3,283",0.5,"6,611.90"
AZ,4013,109102,1,1,"5,299",0.5,"10,711.20"
AZ,4013,109200,1,1,"4,096",1,"4,084.80"
AZ,4013,109300,1,1,"4,670",1,"4,717.00"
AZ,4013,109400,1,1,"8,290",1,"8,172.30"
AZ,4013,109500,1,1,"4,867",1,"5,083.00"
AZ,4013,109601,1,1,"4,723",0.5,"9,935.90"
AZ,4013,109602,1,1,"5,719",0.6,"9,940.60"
AZ,4013,109603,1,1,"4,450",0.5,"8,655.60"
